timestamp,category,app_id,game_name,ccu
2026-02-09T21:22:05.494305+00:00,giants,730,CS2,1168219
2026-02-09T21:22:05.494305+00:00,giants,570,Dota 2,586104
2026-02-09T21:22:05.494305+00:00,giants,578080,PUBG,156263
2026-02-09T21:22:05.494305+00:00,giants,1172470,Apex Legends,49186
2026-02-09T21:22:05.494305+00:00,giants,271590,GTA V,74062
2026-02-09T21:22:05.494305+00:00,live_service,1085660,Destiny 2,11735
2026-02-09T21:22:05.494305+00:00,live_service,252490,Rust,145620
2026-02-09T21:22:05.494305+00:00,live_service,230410,Warframe,56260
2026-02-09T21:22:05.494305+00:00,live_service,1599340,Lost Ark,9994
2026-02-09T21:22:05.494305+00:00,war_politics_adjacent,1938090,Call of Duty HQ,44411
2026-02-09T21:22:05.494305+00:00,war_politics_adjacent,393380,Squad,10085
2026-02-09T21:22:05.494305+00:00,war_politics_adjacent,107410,Arma 3,9031
2026-02-09T21:22:05.494305+00:00,war_politics_adjacent,394360,Hearts of Iron IV,34323
2026-02-09T21:22:05.494305+00:00,control,413150,Stardew Valley,53573
2026-02-09T21:22:05.494305+00:00,control,105600,Terraria,120066
2026-02-09T21:22:05.494305+00:00,control,1145360,Hades,3845
2026-02-09T21:22:05.494305+00:00,control,1086940,Baldur's Gate 3,64989
2026-02-09T21:22:05.494305+00:00,new_releases_hype,1808500,ARC Raiders,239873
2026-02-09T21:22:05.494305+00:00,new_releases_hype,2767030,Marvel Rivals,88989
2026-02-09T22:00:44.193508+00:00,giants,730,CS2,1076326
2026-02-09T22:00:44.193508+00:00,giants,570,Dota 2,554699
2026-02-09T22:00:44.193508+00:00,giants,578080,PUBG,141174
2026-02-09T22:00:44.193508+00:00,giants,1172470,Apex Legends,46828
2026-02-09T22:00:44.193508+00:00,giants,271590,GTA V,69327
2026-02-09T22:00:44.193508+00:00,live_service,1085660,Destiny 2,11648
2026-02-09T22:00:44.193508+00:00,live_service,252490,Rust,138451
2026-02-09T22:00:44.193508+00:00,live_service,230410,Warframe,54212
2026-02-09T22:00:44.193508+00:00,live_service,1599340,Lost Ark,9584
2026-02-09T22:00:44.193508+00:00,war_politics_adjacent,1938090,Call of Duty HQ,43342
2026-02-09T22:00:44.193508+00:00,war_politics_adjacent,393380,Squad,8655
2026-02-09T22:00:44.193508+00:00,war_politics_adjacent,107410,Arma 3,8110
2026-02-09T22:00:44.193508+00:00,war_politics_adjacent,394360,Hearts of Iron IV,32212
2026-02-09T22:00:44.193508+00:00,control,413150,Stardew Valley,51366
2026-02-09T22:00:44.193508+00:00,control,105600,Terraria,111229
2026-02-09T22:00:44.193508+00:00,control,1145360,Hades,3676
2026-02-09T22:00:44.193508+00:00,control,1086940,Baldur's Gate 3,63063
2026-02-09T22:00:44.193508+00:00,new_releases_hype,1808500,ARC Raiders,233419
2026-02-09T22:00:44.193508+00:00,new_releases_hype,2767030,Marvel Rivals,90482
2026-02-09T22:56:44.511263+00:00,giants,730,CS2,943519
2026-02-09T22:56:44.511263+00:00,giants,570,Dota 2,512691
2026-02-09T22:56:44.511263+00:00,giants,578080,PUBG,103729
2026-02-09T22:56:44.511263+00:00,giants,1172470,Apex Legends,40945
2026-02-09T22:56:44.511263+00:00,giants,271590,GTA V,58499
2026-02-09T22:56:44.511263+00:00,live_service,1085660,Destiny 2,11203
2026-02-09T22:56:44.511263+00:00,live_service,252490,Rust,123906
2026-02-09T22:56:44.511263+00:00,live_service,230410,Warframe,51531
2026-02-09T22:56:44.511263+00:00,live_service,1599340,Lost Ark,9020
2026-02-09T22:56:44.511263+00:00,war_politics_adjacent,1938090,Call of Duty HQ,41632
2026-02-09T22:56:44.511263+00:00,war_politics_adjacent,393380,Squad,7538
2026-02-09T22:56:44.511263+00:00,war_politics_adjacent,107410,Arma 3,7409
2026-02-09T22:56:44.511263+00:00,war_politics_adjacent,394360,Hearts of Iron IV,27372
2026-02-09T22:56:44.511263+00:00,control,413150,Stardew Valley,48923
2026-02-09T22:56:44.511263+00:00,control,105600,Terraria,103576
2026-02-09T22:56:44.511263+00:00,control,1145360,Hades,3342
2026-02-09T22:56:44.511263+00:00,control,1086940,Baldur's Gate 3,54977
2026-02-09T22:56:44.511263+00:00,new_releases_hype,1808500,ARC Raiders,222105
2026-02-09T22:56:44.511263+00:00,new_releases_hype,2767030,Marvel Rivals,91593
2026-02-09T23:33:07.703729+00:00,giants,730,CS2,846661
2026-02-09T23:33:07.703729+00:00,giants,570,Dota 2,488499
2026-02-09T23:33:07.703729+00:00,giants,578080,PUBG,91177
2026-02-09T23:33:07.703729+00:00,giants,1172470,Apex Legends,39440
2026-02-09T23:33:07.703729+00:00,giants,271590,GTA V,53083
2026-02-09T23:33:07.703729+00:00,live_service,1085660,Destiny 2,11034
2026-02-09T23:33:07.703729+00:00,live_service,252490,Rust,117993
2026-02-09T23:33:07.703729+00:00,live_service,230410,Warframe,50118
2026-02-09T23:33:07.703729+00:00,live_service,1599340,Lost Ark,8695
2026-02-09T23:33:07.703729+00:00,war_politics_adjacent,1938090,Call of Duty HQ,41432
2026-02-09T23:33:07.703729+00:00,war_politics_adjacent,393380,Squad,7149
2026-02-09T23:33:07.703729+00:00,war_politics_adjacent,107410,Arma 3,6729
2026-02-09T23:33:07.703729+00:00,war_politics_adjacent,394360,Hearts of Iron IV,25414
2026-02-09T23:33:07.703729+00:00,control,413150,Stardew Valley,47721
2026-02-09T23:33:07.703729+00:00,control,105600,Terraria,100199
2026-02-09T23:33:07.703729+00:00,control,1145360,Hades,3034
2026-02-09T23:33:07.703729+00:00,control,1086940,Baldur's Gate 3,52503
2026-02-09T23:33:07.703729+00:00,new_releases_hype,1808500,ARC Raiders,212170
2026-02-09T23:33:07.703729+00:00,new_releases_hype,2767030,Marvel Rivals,93666
2026-02-10T00:04:58.196927+00:00,giants,730,CS2,802024
2026-02-10T00:04:58.196927+00:00,giants,570,Dota 2,457173
2026-02-10T00:04:58.196927+00:00,giants,578080,PUBG,82992
2026-02-10T00:04:58.196927+00:00,giants,1172470,Apex Legends,39119
2026-02-10T00:04:58.196927+00:00,giants,271590,GTA V,49887
2026-02-10T00:04:58.196927+00:00,live_service,1085660,Destiny 2,11053
2026-02-10T00:04:58.196927+00:00,live_service,252490,Rust,112930
2026-02-10T00:04:58.196927+00:00,live_service,230410,Warframe,50095
2026-02-10T00:04:58.196927+00:00,live_service,1599340,Lost Ark,8628
2026-02-10T00:04:58.196927+00:00,war_politics_adjacent,1938090,Call of Duty HQ,41832
2026-02-10T00:04:58.196927+00:00,war_politics_adjacent,393380,Squad,6875
2026-02-10T00:04:58.196927+00:00,war_politics_adjacent,107410,Arma 3,6447
2026-02-10T00:04:58.196927+00:00,war_politics_adjacent,394360,Hearts of Iron IV,23489
2026-02-10T00:04:58.196927+00:00,control,413150,Stardew Valley,47795
2026-02-10T00:04:58.196927+00:00,control,105600,Terraria,99234
2026-02-10T00:04:58.196927+00:00,control,1145360,Hades,3034
2026-02-10T00:04:58.196927+00:00,control,1086940,Baldur's Gate 3,51615
2026-02-10T00:04:58.196927+00:00,new_releases_hype,1808500,ARC Raiders,212048
2026-02-10T00:04:58.196927+00:00,new_releases_hype,2767030,Marvel Rivals,97432
2026-02-10T03:27:31.276836+00:00,giants,730,CS2,672917
2026-02-10T03:27:31.276836+00:00,giants,570,Dota 2,467520
2026-02-10T03:27:31.276836+00:00,giants,578080,PUBG,128950
2026-02-10T03:27:31.276836+00:00,giants,1172470,Apex Legends,53401
2026-02-10T03:27:31.276836+00:00,giants,271590,GTA V,38957
2026-02-10T03:27:31.276836+00:00,live_service,1085660,Destiny 2,11804
2026-02-10T03:27:31.276836+00:00,live_service,252490,Rust,89835
2026-02-10T03:27:31.276836+00:00,live_service,230410,Warframe,55927
2026-02-10T03:27:31.276836+00:00,live_service,1599340,Lost Ark,7545
2026-02-10T03:27:31.276836+00:00,war_politics_adjacent,1938090,Call of Duty HQ,40689
2026-02-10T03:27:31.276836+00:00,war_politics_adjacent,393380,Squad,6726
